timestamp,edge_id,u,v,flow,speed,density,congestion_level,rain_intensity,visibility,temperature,event_type,event_impact,time_of_day_factor
2026-02-07 00:00:00,Dadar East-Sion,Dadar East,Sion,1686.9,37.2,45.4,0.07,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Dadar East-Lower Parel,Dadar East,Lower Parel,1502.6,38.2,39.4,0.05,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Dadar West-Bandra West,Dadar West,Bandra West,1603.0,37.7,42.6,0.06,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Dadar West-Dadar East,Dadar West,Dadar East,1696.3,37.1,45.7,0.07,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Dadar West-Worli,Dadar West,Worli,1650.6,37.4,44.1,0.07,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Kurla-Santacruz,Kurla,Santacruz,1762.1,36.7,48.0,0.08,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Kurla-Ghatkopar,Kurla,Ghatkopar,1783.8,36.5,48.8,0.09,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Kurla-Sion,Kurla,Sion,1522.2,38.1,40.0,0.05,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Ghatkopar-Powai,Ghatkopar,Powai,1583.9,37.8,41.9,0.06,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Ghatkopar-Kurla,Ghatkopar,Kurla,1739.2,36.8,47.2,0.08,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Vile Parle-Andheri East,Vile Parle,Andheri East,1621.2,37.6,43.2,0.06,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Vile Parle-Santacruz,Vile Parle,Santacruz,1611.5,37.6,42.8,0.06,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Santacruz-Vile Parle,Santacruz,Vile Parle,1681.7,37.2,45.2,0.07,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Santacruz-Bandra East,Santacruz,Bandra East,1740.0,36.8,47.2,0.08,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Santacruz-Kurla,Santacruz,Kurla,1597.6,37.7,42.4,0.06,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Borivali-Malad,Borivali,Malad,1530.7,38.0,40.2,0.05,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Malad-Borivali,Malad,Borivali,1741.0,36.8,47.3,0.08,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Malad-Goregaon,Malad,Goregaon,1584.7,37.8,42.0,0.06,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Goregaon-Malad,Goregaon,Malad,1538.4,38.0,40.5,0.05,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Goregaon-Andheri East,Goregaon,Andheri East,1838.8,36.1,50.9,0.1,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Lower Parel-Dadar East,Lower Parel,Dadar East,1673.0,37.3,44.9,0.07,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Lower Parel-Worli,Lower Parel,Worli,1624.6,37.5,43.3,0.06,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Lower Parel-CST / Fort,Lower Parel,CST / Fort,1746.9,36.8,47.5,0.08,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Worli-Dadar West,Worli,Dadar West,1559.3,37.9,41.1,0.05,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Worli-Lower Parel,Worli,Lower Parel,1475.8,38.3,38.5,0.04,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Worli-Colaba,Worli,Colaba,1529.8,38.0,40.2,0.05,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Colaba-Worli,Colaba,Worli,1702.9,37.1,45.9,0.07,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Colaba-CST / Fort,Colaba,CST / Fort,1513.6,38.1,39.7,0.05,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,CST / Fort-Lower Parel,CST / Fort,Lower Parel,1752.1,36.8,47.7,0.08,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,CST / Fort-Colaba,CST / Fort,Colaba,1752.4,36.8,47.7,0.08,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Chembur-Sion,Chembur,Sion,1728.9,36.9,46.8,0.08,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Sion-Kurla,Sion,Kurla,1674.2,37.3,44.9,0.07,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Sion-Chembur,Sion,Chembur,1610.8,37.6,42.8,0.06,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Sion-Dadar East,Sion,Dadar East,1536.9,38.0,40.4,0.05,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Powai-Ghatkopar,Powai,Ghatkopar,1585.2,37.8,42.0,0.06,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 00:00:00,Powai-Andheri East,Powai,Andheri East,1589.5,37.7,42.1,0.06,0.0,1.0,29.7,None,1.0,0.92
2026-02-07 01:00:00,Andheri East-Goregaon,Andheri East,Goregaon,616.4,37.5,16.4,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Andheri East-Vile Parle,Andheri East,Vile Parle,566.8,37.6,15.1,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Andheri East-Andheri West,Andheri East,Andheri West,522.0,37.6,13.9,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Andheri East-Powai,Andheri East,Powai,561.4,37.6,14.9,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Andheri West-Andheri East,Andheri West,Andheri East,612.3,37.5,16.3,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Bandra East-Santacruz,Bandra East,Santacruz,564.2,37.6,15.0,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Bandra East-Dadar East,Bandra East,Dadar East,640.8,37.5,17.1,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Bandra East-Bandra West,Bandra East,Bandra West,610.2,37.5,16.3,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Bandra West-Dadar West,Bandra West,Dadar West,588.3,37.5,15.7,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Bandra West-Bandra East,Bandra West,Bandra East,644.3,37.5,17.2,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Dadar East-Bandra East,Dadar East,Bandra East,532.6,37.6,14.2,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Dadar East-Dadar West,Dadar East,Dadar West,531.7,37.6,14.2,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Dadar East-Sion,Dadar East,Sion,610.4,37.5,16.3,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Dadar East-Lower Parel,Dadar East,Lower Parel,537.4,37.6,14.3,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Dadar West-Bandra West,Dadar West,Bandra West,580.5,37.6,15.5,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Dadar West-Dadar East,Dadar West,Dadar East,521.5,37.6,13.9,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Dadar West-Worli,Dadar West,Worli,604.0,37.5,16.1,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Kurla-Santacruz,Kurla,Santacruz,651.0,37.5,17.3,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Kurla-Ghatkopar,Kurla,Ghatkopar,602.1,37.5,16.0,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Kurla-Sion,Kurla,Sion,573.0,37.6,15.3,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Ghatkopar-Powai,Ghatkopar,Powai,567.5,37.6,15.1,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Ghatkopar-Kurla,Ghatkopar,Kurla,637.0,37.5,17.0,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Vile Parle-Andheri East,Vile Parle,Andheri East,560.9,37.6,14.9,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Vile Parle-Santacruz,Vile Parle,Santacruz,545.8,37.6,14.5,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Santacruz-Vile Parle,Santacruz,Vile Parle,595.2,37.5,15.9,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Santacruz-Bandra East,Santacruz,Bandra East,585.8,37.6,15.6,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Santacruz-Kurla,Santacruz,Kurla,571.9,37.6,15.2,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Borivali-Malad,Borivali,Malad,589.0,37.5,15.7,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Malad-Borivali,Malad,Borivali,547.4,37.6,14.6,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Malad-Goregaon,Malad,Goregaon,547.0,37.6,14.6,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Goregaon-Malad,Goregaon,Malad,549.7,37.6,14.6,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Goregaon-Andheri East,Goregaon,Andheri East,533.7,37.6,14.2,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Lower Parel-Dadar East,Lower Parel,Dadar East,570.0,37.6,15.2,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Lower Parel-Worli,Lower Parel,Worli,648.6,37.5,17.3,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Lower Parel-CST / Fort,Lower Parel,CST / Fort,617.1,37.5,16.4,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Worli-Dadar West,Worli,Dadar West,622.0,37.5,16.6,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Worli-Lower Parel,Worli,Lower Parel,622.4,37.5,16.6,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Worli-Colaba,Worli,Colaba,607.6,37.5,16.2,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Colaba-Worli,Colaba,Worli,626.0,37.5,16.7,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Colaba-CST / Fort,Colaba,CST / Fort,565.2,37.6,15.0,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,CST / Fort-Lower Parel,CST / Fort,Lower Parel,570.3,37.6,15.2,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,CST / Fort-Colaba,CST / Fort,Colaba,533.7,37.6,14.2,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Chembur-Sion,Chembur,Sion,629.8,37.5,16.8,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Sion-Kurla,Sion,Kurla,592.6,37.5,15.8,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Sion-Chembur,Sion,Chembur,647.1,37.5,17.2,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Sion-Dadar East,Sion,Dadar East,638.2,37.5,17.0,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Powai-Ghatkopar,Powai,Ghatkopar,542.1,37.6,14.4,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 01:00:00,Powai-Andheri East,Powai,Andheri East,561.6,37.6,15.0,0.06,0.15,1.0,35.8,None,1.0,0.33
2026-02-07 02:00:00,Andheri East-Goregaon,Andheri East,Goregaon,639.5,39.9,16.0,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Andheri East-Vile Parle,Andheri East,Vile Parle,546.0,40.0,13.7,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Andheri East-Andheri West,Andheri East,Andheri West,565.0,40.0,14.1,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Andheri East-Powai,Andheri East,Powai,529.1,40.0,13.2,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Andheri West-Andheri East,Andheri West,Andheri East,607.3,39.9,15.2,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Bandra East-Santacruz,Bandra East,Santacruz,590.7,40.0,14.8,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Bandra East-Dadar East,Bandra East,Dadar East,594.4,40.0,14.9,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Bandra East-Bandra West,Bandra East,Bandra West,580.3,40.0,14.5,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Bandra West-Dadar West,Bandra West,Dadar West,533.7,40.0,13.4,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Bandra West-Bandra East,Bandra West,Bandra East,612.4,39.9,15.3,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Dadar East-Bandra East,Dadar East,Bandra East,571.6,40.0,14.3,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Dadar East-Dadar West,Dadar East,Dadar West,516.2,40.0,12.9,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Dadar East-Sion,Dadar East,Sion,532.8,40.0,13.3,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Dadar East-Lower Parel,Dadar East,Lower Parel,561.7,40.0,14.1,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Dadar West-Bandra West,Dadar West,Bandra West,632.0,39.9,15.8,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Dadar West-Dadar East,Dadar West,Dadar East,581.0,40.0,14.5,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Dadar West-Worli,Dadar West,Worli,551.2,40.0,13.8,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Kurla-Santacruz,Kurla,Santacruz,603.5,40.0,15.1,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Kurla-Ghatkopar,Kurla,Ghatkopar,605.7,39.9,15.2,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Kurla-Sion,Kurla,Sion,622.6,39.9,15.6,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Ghatkopar-Powai,Ghatkopar,Powai,564.5,40.0,14.1,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Ghatkopar-Kurla,Ghatkopar,Kurla,536.4,40.0,13.4,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Vile Parle-Andheri East,Vile Parle,Andheri East,569.8,40.0,14.3,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Vile Parle-Santacruz,Vile Parle,Santacruz,559.7,40.0,14.0,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Santacruz-Vile Parle,Santacruz,Vile Parle,601.2,40.0,15.0,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Santacruz-Bandra East,Santacruz,Bandra East,614.0,39.9,15.4,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Santacruz-Kurla,Santacruz,Kurla,636.9,39.9,15.9,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Borivali-Malad,Borivali,Malad,590.8,40.0,14.8,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Malad-Borivali,Malad,Borivali,552.3,40.0,13.8,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Malad-Goregaon,Malad,Goregaon,538.1,40.0,13.5,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Goregaon-Malad,Goregaon,Malad,641.6,39.9,16.1,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Goregaon-Andheri East,Goregaon,Andheri East,605.2,39.9,15.1,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Lower Parel-Dadar East,Lower Parel,Dadar East,597.0,40.0,14.9,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Lower Parel-Worli,Lower Parel,Worli,629.7,39.9,15.8,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Lower Parel-CST / Fort,Lower Parel,CST / Fort,621.8,39.9,15.6,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Worli-Dadar West,Worli,Dadar West,527.2,40.0,13.2,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Worli-Lower Parel,Worli,Lower Parel,620.6,39.9,15.5,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Worli-Colaba,Worli,Colaba,618.1,39.9,15.5,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Colaba-Worli,Colaba,Worli,520.6,40.0,13.0,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Colaba-CST / Fort,Colaba,CST / Fort,551.2,40.0,13.8,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,CST / Fort-Lower Parel,CST / Fort,Lower Parel,560.8,40.0,14.0,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,CST / Fort-Colaba,CST / Fort,Colaba,528.2,40.0,13.2,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Chembur-Sion,Chembur,Sion,599.3,40.0,15.0,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Sion-Kurla,Sion,Kurla,627.8,39.9,15.7,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Sion-Chembur,Sion,Chembur,603.1,40.0,15.1,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Sion-Dadar East,Sion,Dadar East,589.9,40.0,14.8,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Powai-Ghatkopar,Powai,Ghatkopar,537.6,40.0,13.5,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 02:00:00,Powai-Andheri East,Powai,Andheri East,563.5,40.0,14.1,0.0,0.0,1.0,25.8,None,1.0,0.32
2026-02-07 03:00:00,Andheri East-Goregaon,Andheri East,Goregaon,495.6,40.0,12.4,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Andheri East-Vile Parle,Andheri East,Vile Parle,513.0,40.0,12.8,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Andheri East-Andheri West,Andheri East,Andheri West,526.6,40.0,13.2,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Andheri East-Powai,Andheri East,Powai,529.3,40.0,13.2,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Andheri West-Andheri East,Andheri West,Andheri East,467.0,40.0,11.7,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Bandra East-Santacruz,Bandra East,Santacruz,489.3,40.0,12.2,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Bandra East-Dadar East,Bandra East,Dadar East,435.9,40.0,10.9,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Bandra East-Bandra West,Bandra East,Bandra West,432.6,40.0,10.8,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Bandra West-Dadar West,Bandra West,Dadar West,528.7,40.0,13.2,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Bandra West-Bandra East,Bandra West,Bandra East,452.6,40.0,11.3,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Dadar East-Bandra East,Dadar East,Bandra East,537.1,40.0,13.4,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Dadar East-Dadar West,Dadar East,Dadar West,473.1,40.0,11.8,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Dadar East-Sion,Dadar East,Sion,487.5,40.0,12.2,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Dadar East-Lower Parel,Dadar East,Lower Parel,475.5,40.0,11.9,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Dadar West-Bandra West,Dadar West,Bandra West,458.9,40.0,11.5,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Dadar West-Dadar East,Dadar West,Dadar East,443.1,40.0,11.1,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Dadar West-Worli,Dadar West,Worli,465.3,40.0,11.6,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Kurla-Santacruz,Kurla,Santacruz,465.9,40.0,11.7,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Kurla-Ghatkopar,Kurla,Ghatkopar,469.7,40.0,11.7,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Kurla-Sion,Kurla,Sion,511.4,40.0,12.8,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Ghatkopar-Powai,Ghatkopar,Powai,531.7,40.0,13.3,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Ghatkopar-Kurla,Ghatkopar,Kurla,451.3,40.0,11.3,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Vile Parle-Andheri East,Vile Parle,Andheri East,509.7,40.0,12.7,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Vile Parle-Santacruz,Vile Parle,Santacruz,485.2,40.0,12.1,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Santacruz-Vile Parle,Santacruz,Vile Parle,524.0,40.0,13.1,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Santacruz-Bandra East,Santacruz,Bandra East,527.8,40.0,13.2,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Santacruz-Kurla,Santacruz,Kurla,482.8,40.0,12.1,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Borivali-Malad,Borivali,Malad,540.5,40.0,13.5,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Malad-Borivali,Malad,Borivali,438.0,40.0,11.0,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Malad-Goregaon,Malad,Goregaon,529.2,40.0,13.2,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Goregaon-Malad,Goregaon,Malad,479.7,40.0,12.0,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Goregaon-Andheri East,Goregaon,Andheri East,440.7,40.0,11.0,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Lower Parel-Dadar East,Lower Parel,Dadar East,482.7,40.0,12.1,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Lower Parel-Worli,Lower Parel,Worli,447.8,40.0,11.2,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Lower Parel-CST / Fort,Lower Parel,CST / Fort,478.3,40.0,12.0,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Worli-Dadar West,Worli,Dadar West,494.1,40.0,12.4,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Worli-Lower Parel,Worli,Lower Parel,446.9,40.0,11.2,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Worli-Colaba,Worli,Colaba,525.2,40.0,13.1,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Colaba-Worli,Colaba,Worli,492.6,40.0,12.3,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Colaba-CST / Fort,Colaba,CST / Fort,533.7,40.0,13.4,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,CST / Fort-Lower Parel,CST / Fort,Lower Parel,535.5,40.0,13.4,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,CST / Fort-Colaba,CST / Fort,Colaba,471.6,40.0,11.8,0.0,0.0,1.0,34.1,None,1.0,0.27
2026-02-07 03:00:00,Chembur-Sion,Chembur,Sion,500.5,40.0,12.5,0.0,0.0,1.0,34.1,None,1.0,0.27
